Long,Lat
22.8583333333333,63.975
22.8333333333333,63.9583333333333
22.775,63.9583333333333
22.7666666666667,63.95
22.7166666666667,63.9333333333333
22.675,63.925
22.65,63.9166666666667
22.3166666666667,63.8833333333333
21.8166666666667,63.7833333333333
21.0166666666667,63.5166666666667
20.9666666666667,63.4916666666667
20.9333333333333,63.475
20.9,63.4583333333333
20.8666666666667,63.4416666666667
20.8166666666667,63.4083333333333
20.8083333333333,63.4
20.7916666666667,63.375
20.7833333333333,63.3666666666667
20.7583333333333,63.3583333333333
20.6583333333333,63.3083333333333
20.625,63.2916666666667
20.6,63.275
