Long,Lat
24.9416666666667,60.0916666666667
24.9333333333333,60.0083333333333
24.8916666666667,60
24.875,59.9916666666667
24.85,59.9833333333333
24.7666666666667,59.975
24.7416666666667,59.9666666666667
24.725,59.9583333333333
24.7,59.95
24.6583333333333,59.9416666666667
24.6416666666667,59.9333333333333
24.6083333333333,59.8916666666667
24.5916666666667,59.8416666666667
24.6,59.8333333333333
24.6083333333333,59.8083333333333
24.6166666666667,59.8
24.625,59.775
24.625,59.7416666666667
24.6,59.6666666666667
24.5833333333333,59.6166666666667
24.575,59.575
24.575,59.5666666666667
24.5666666666667,59.525
24.5583333333333,59.525
24.6416666666667,59.5166666666667
24.65,59.5166666666667
24.6916666666667,59.5083333333333
