Long,Lat
24.6916666666667,59.5083333333333
24.6583333333333,59.55
24.65,59.55
24.6083333333333,59.5583333333333
24.5916666666667,59.5666666666667
24.575,59.5666666666667
24.5666666666667,59.575
24.5833333333333,59.625
24.6,59.6583333333333
24.6,59.6666666666667
24.625,59.7416666666667
24.6333333333333,59.825
24.6666666666667,59.8583333333333
24.6916666666667,59.8666666666667
24.7333333333333,59.875
24.75,59.8833333333333
24.7583333333333,59.9
24.7666666666667,59.9083333333333
24.775,59.9333333333333
24.7833333333333,59.9416666666667
24.7916666666667,59.9583333333333
24.825,60
24.8416666666667,60.025
24.85,60.0333333333333
24.8916666666667,60.0666666666667
24.9416666666667,60.0916666666667
