Long,Lat
24.6916666666667,59.5083333333333
24.6833333333333,59.5916666666667
24.6333333333333,59.6083333333333
24.5916666666667,59.6166666666667
24.5916666666667,59.625
24.6,59.6666666666667
24.6166666666667,59.7166666666667
24.625,59.7416666666667
24.6333333333333,59.825
24.675,59.8583333333333
24.6916666666667,59.875
24.7,59.8833333333333
24.7166666666667,59.9
24.725,59.9083333333333
24.7666666666667,59.9416666666667
24.7833333333333,59.9583333333333
24.8166666666667,60
24.85,60.0333333333333
24.8916666666667,60.0666666666667
24.925,60.0833333333333
24.9416666666667,60.0916666666667
