Long,Lat
26.4916666666667,59.5916666666667
26.4833333333333,59.675
26.3166666666667,59.7083333333333
26.2333333333333,59.725
26.1916666666667,59.7333333333333
26.1083333333333,59.75
26.0666666666667,59.7583333333333
25.9666666666667,59.7916666666667
25.9333333333333,59.8083333333333
25.9166666666667,59.8166666666667
25.8833333333333,59.8333333333333
25.8666666666667,59.8416666666667
25.8,59.875
25.7666666666667,59.875
25.4333333333333,59.8416666666667
25.2666666666667,59.825
25.2583333333333,59.9083333333333
25.125,59.975
25.0833333333333,60.0083333333333
25.0333333333333,60.0416666666667
25,60.0583333333333
24.9916666666667,60.0666666666667
24.9583333333333,60.0833333333333
24.9416666666667,60.0916666666667
