Long,Lat
22.8583333333333,63.975
22.825,64.0166666666667
22.8166666666667,64.025
22.8,64.025
22.7166666666667,64.0166666666667
22.7083333333333,64.0083333333333
22.6916666666667,64
22.6,64
22.4333333333333,63.9833333333333
22.425,63.9833333333333
22.4,63.975
22.3166666666667,63.9666666666667
22.2666666666667,63.95
22.2583333333333,63.95
22.175,63.9416666666667
22.1333333333333,63.9333333333333
21.9666666666667,63.9166666666667
21.9,63.9166666666667
21.8583333333333,63.9083333333333
21.85,63.9
21.7666666666667,63.8916666666667
21.7416666666667,63.8916666666667
21.6583333333333,63.8833333333333
21.6583333333333,63.875
21.575,63.8666666666667
21.5666666666667,63.8666666666667
21.525,63.8583333333333
21.5166666666667,63.8583333333333
21.4333333333333,63.8416666666667
21.2416666666667,63.8416666666667
21.1583333333333,63.8333333333333
21.1333333333333,63.825
21.1166666666667,63.8166666666667
21.0916666666667,63.8
21.075,63.7916666666667
21,63.7916666666667
20.9916666666667,63.7083333333333
20.9416666666667,63.6916666666667
20.925,63.675
20.925,63.6666666666667
20.9166666666667,63.6583333333333
20.9166666666667,63.65
20.925,63.625
20.9416666666667,63.6166666666667
20.9416666666667,63.5833333333333
20.9333333333333,63.575
20.8916666666667,63.575
20.8833333333333,63.55
20.875,63.55
20.8333333333333,63.5416666666667
20.8083333333333,63.525
20.7916666666667,63.5166666666667
20.7416666666667,63.5166666666667
20.7083333333333,63.475
20.6833333333333,63.4666666666667
20.675,63.4666666666667
20.6333333333333,63.4583333333333
20.6,63.4416666666667
20.5833333333333,63.4166666666667
20.5666666666667,63.4166666666667
20.575,63.375
20.5833333333333,63.3583333333333
20.5,63.3416666666667
20.475,63.3333333333333
20.4583333333333,63.2833333333333
20.4583333333333,63.275
20.475,63.2666666666667
20.5916666666667,63.2666666666667
20.6,63.275
