Long,Lat
22.6583333333333,63.9916666666667
22.2416666666667,63.95
22.1583333333333,63.9333333333333
22.075,63.925
22.0333333333333,63.8916666666667
22.0083333333333,63.8666666666667
21.9916666666667,63.85
21.9666666666667,63.8416666666667
21.8416666666667,63.8166666666667
21.4416666666667,63.6833333333333
21.4,63.675
21.375,63.6666666666667
20.7083333333333,63.5333333333333
20.6916666666667,63.5166666666667
20.6833333333333,63.4333333333333
20.675,63.425
20.6416666666667,63.3583333333333
20.625,63.3083333333333
20.6166666666667,63.2916666666667
20.6,63.275
