Long,Lat,Speed
22.8583333333333,63.975,3.704
22.85,63.9833333333333,3.704
22.8416666666667,63.9916666666667,3.704
22.8333333333333,64,3.704
22.825,64.0083333333333,3.704
22.8166666666667,64.0166666666667,3.704
22.8083333333333,64.025,3.704
22.8,64.0333333333333,3.704
22.7916666666667,64.0416666666667,3.704
22.7833333333333,64.0416666666667,3.704
22.775,64.0416666666667,3.704
22.7666666666667,64.0416666666667,3.704
22.7583333333333,64.0416666666667,3.704
22.75,64.0416666666667,3.704
22.7416666666667,64.0416666666667,3.704
22.7333333333333,64.0416666666667,3.704
22.725,64.0416666666667,3.704
22.7166666666667,64.0416666666667,3.704
22.7083333333333,64.0416666666667,3.704
22.7,64.0416666666667,3.704
22.6916666666667,64.0416666666667,3.704
22.6833333333333,64.0416666666667,3.704
22.675,64.0416666666667,3.704
22.6666666666667,64.0416666666667,3.704
22.6583333333333,64.0416666666667,3.704
22.65,64.0416666666667,3.704
22.6416666666667,64.0416666666667,3.704
22.6333333333333,64.0416666666667,3.704
22.625,64.0416666666667,3.704
22.6166666666667,64.0416666666667,3.704
22.6083333333333,64.0416666666667,3.704
22.6,64.0416666666667,3.704
22.5916666666667,64.0416666666667,3.704
22.5833333333333,64.0416666666667,3.704
22.575,64.0416666666667,3.704
22.5666666666667,64.0416666666667,3.704
22.5583333333333,64.0416666666667,3.704
22.55,64.0416666666667,3.704
22.5416666666667,64.0416666666667,3.704
22.5333333333333,64.0416666666667,3.704
22.525,64.0416666666667,3.704
22.5166666666667,64.0416666666667,3.704
22.5083333333333,64.0416666666667,3.704
22.5,64.0416666666667,3.704
22.4916666666667,64.0416666666667,3.704
22.4833333333333,64.0416666666667,3.704
22.475,64.0416666666667,3.704
22.4666666666667,64.0416666666667,3.704
22.4583333333333,64.0416666666667,3.704
22.45,64.0416666666667,3.704
22.4416666666667,64.0416666666667,3.704
22.4333333333333,64.0416666666667,3.704
22.425,64.0416666666667,3.704
22.4166666666667,64.0416666666667,3.704
22.4083333333333,64.0416666666667,3.704
22.4,64.0416666666667,3.704
22.3916666666667,64.0416666666667,3.704
22.3833333333333,64.0416666666667,3.704
22.375,64.0416666666667,3.704
22.3666666666667,64.0416666666667,3.704
22.3583333333333,64.0416666666667,3.704
22.35,64.0416666666667,3.704
22.3416666666667,64.0416666666667,3.704
