Long,Lat
22.8583333333333,63.975
22.775,63.9833333333333
22.675,63.9166666666667
22.65,63.8916666666667
22.6333333333333,63.875
22.6166666666667,63.8583333333333
22.6,63.8416666666667
22.4333333333333,63.7083333333333
22.3083333333333,63.5833333333333
22.3,63.5416666666667
22.2833333333333,63.5416666666667
22.2583333333333,63.5166666666667
22.2333333333333,63.5083333333333
22.1916666666667,63.5083333333333
22.1666666666667,63.5
22.15,63.4833333333333
22.125,63.475
22.0833333333333,63.475
22.0416666666667,63.4666666666667
22.0166666666667,63.4583333333333
22,63.45
21.9583333333333,63.4416666666667
21.8666666666667,63.4416666666667
21.8583333333333,63.45
21.8416666666667,63.4416666666667
21.825,63.45
21.8166666666667,63.4583333333333
21.8,63.4666666666667
21.775,63.4666666666667
21.7666666666667,63.475
21.75,63.475
21.725,63.4833333333333
21.7166666666667,63.475
21.675,63.4416666666667
21.5916666666667,63.4333333333333
21.5666666666667,63.425
21.5333333333333,63.4083333333333
21.4916666666667,63.4083333333333
21.4083333333333,63.4
21.3666666666667,63.4083333333333
21.2833333333333,63.4166666666667
21.2416666666667,63.425
21.1583333333333,63.4333333333333
21.15,63.4416666666667
20.8833333333333,63.4416666666667
20.8333333333333,63.4583333333333
20.7916666666667,63.4916666666667
20.75,63.4916666666667
20.7083333333333,63.4833333333333
20.6833333333333,63.475
20.65,63.4583333333333
20.625,63.4333333333333
20.5833333333333,63.4
20.575,63.375
20.575,63.2916666666667
20.6,63.275
