Long,Lat
22.8583333333333,63.975
22.775,63.9833333333333
22.775,63.975
22.6916666666667,63.9666666666667
22.6833333333333,63.95
22.6583333333333,63.95
22.6416666666667,63.9416666666667
22.6333333333333,63.9166666666667
22.625,63.9166666666667
22.6166666666667,63.8916666666667
22.6083333333333,63.8833333333333
22.6166666666667,63.8583333333333
22.6,63.8416666666667
22.4,63.8416666666667
22.3833333333333,63.8166666666667
22.2166666666667,63.8166666666667
22.2083333333333,63.7916666666667
22.2166666666667,63.7833333333333
22.225,63.7583333333333
22.2666666666667,63.7583333333333
22.275,63.7333333333333
22.2583333333333,63.7083333333333
22.1166666666667,63.7083333333333
22.1083333333333,63.625
22.0666666666667,63.625
22.0583333333333,63.5416666666667
22.0416666666667,63.5416666666667
22.025,63.5166666666667
21.8916666666667,63.5166666666667
21.875,63.4916666666667
21.6333333333333,63.4916666666667
21.625,63.475
21.5416666666667,63.4666666666667
21.4583333333333,63.4666666666667
21.375,63.475
21.3333333333333,63.4666666666667
21.25,63.475
21.1583333333333,63.475
21.075,63.4833333333333
20.9916666666667,63.475
20.9,63.475
20.8583333333333,63.4833333333333
20.8166666666667,63.475
20.7333333333333,63.475
20.7166666666667,63.45
20.6916666666667,63.45
20.675,63.425
20.6583333333333,63.425
20.65,63.4083333333333
20.6416666666667,63.4
20.6333333333333,63.375
20.625,63.3666666666667
20.6166666666667,63.35
20.6083333333333,63.3416666666667
20.6,63.325
20.5916666666667,63.3166666666667
20.5833333333333,63.3
20.6,63.275
