Long,Lat
24.6916666666667,59.5083333333333
24.6833333333333,59.5916666666667
24.675,59.6
24.65,59.5916666666667
24.6083333333333,59.6
24.5916666666667,59.6166666666667
24.6,59.7
24.6083333333333,59.7416666666667
24.6,59.825
24.5916666666667,59.85
24.6,59.8583333333333
24.625,59.875
24.675,59.9
24.7166666666667,59.9333333333333
24.7666666666667,59.9666666666667
24.7916666666667,59.975
24.875,59.9916666666667
24.8916666666667,60
24.8916666666667,60.0916666666667
24.9083333333333,60.1
24.9166666666667,60.1
24.9416666666667,60.0916666666667
