Long,Lat
24.9416666666667,60.0916666666667
24.9666666666667,60.075
25.0166666666667,60.05
25.0166666666667,60.025
24.8916666666667,59.9416666666667
24.8416666666667,59.9083333333333
24.7916666666667,59.8833333333333
24.6416666666667,59.7833333333333
24.6333333333333,59.7666666666667
24.625,59.7416666666667
24.625,59.7333333333333
24.5916666666667,59.6333333333333
24.625,59.5916666666667
24.6416666666667,59.575
24.65,59.5583333333333
24.6833333333333,59.5166666666667
24.6916666666667,59.5083333333333
